source,doi,figure,panel,subject,signal_type,time_min,value,unit,protocol_phase,exercise_load_W,valid_for_model,interpolated_short_gap,x_uncertainty,x_uncertainty_unit,y_uncertainty,y_uncertainty_unit,evidence_level,source_url,notes,trace_id,included_in_model_window,model_time_min
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,7.5,29.079,mM,55 W warm-up / sensor stabilization,55,NO_STABILIZATION,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,False,
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,44.0,23.514,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,28.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,44.5,23.808,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,29.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,45.0,23.882,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,29.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,45.5,23.956,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,30.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,46.0,24.029,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,30.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,46.5,24.103,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,31.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,47.0,24.103,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,31.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,47.5,24.177,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,32.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,48.0,24.324,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,32.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,48.5,24.398,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,33.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,49.0,23.956,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,33.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,49.5,23.514,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,34.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,50.0,23.366,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,34.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,50.5,23.587,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,35.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,51.0,23.071,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,35.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,51.5,22.776,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,36.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,52.0,22.113,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,36.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,52.5,22.002,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,37.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,53.0,21.892,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,37.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,53.5,21.671,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,38.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,54.0,21.523,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,38.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,54.5,21.376,mM,200 W plateau,200,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,39.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,55.0,21.302,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,39.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,55.5,21.523,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,40.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,56.0,21.818,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,40.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,56.5,22.334,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,41.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,57.0,22.334,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,41.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,57.5,21.966,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,42.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,58.0,21.523,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,42.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,58.5,21.007,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,43.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,59.0,20.565,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,43.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,59.5,20.27,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,44.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,60.0,20.012,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,44.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,60.5,19.607,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,45.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,61.0,19.312,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,45.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,61.5,18.87,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,46.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,62.0,18.649,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,46.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,62.5,18.206,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,47.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,63.0,17.912,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,47.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,63.5,17.764,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,48.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,64.0,17.58,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,48.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,64.5,17.506,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,49.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,65.0,17.543,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,49.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,65.5,17.396,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,50.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,66.0,16.88,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,50.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,66.5,16.106,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,51.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,67.0,15.405,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,51.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,67.5,15.111,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,52.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,68.0,14.668,mM,55 W recovery,55,YES,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,True,52.5
